NameID;Name_ZhT;IDCH;OrgSup;Institution;Type_1;Type_2;Type_2_Orig;Institution_Lev_2;Institution_Lev_3;Prov_Inst;City_Inst;Position;Level_Code;Level_New;StartPosYear;StartPosMonth;StartJob;Zi;BirthProv;BirthLoc;Gender;Age;Birthyear;Generation;Status
N02188;仇預;P25004;財政部;專賣事業司;GOV;GOVC;GOV-C;;;江蘇;南京;專員;SCS;Senior Civil Service;1942;7;1942;立夫;江蘇;南京;M;59;1886;3;C
N05427;任翿和;P25005;蒙藏委員會;總務處;GOV;GOVC;GOV-C;;;江蘇;南京;薦任待遇科員;AOS;Administrative and Office Staff;1939;9;1939;秋濤;湖北;武昌;M;53;1892;3;C
N00035;但燾;P25006;國民政府;國民政府國史館籌備委員會;GOV;GOVC;GOV-C;;;江蘇;南京;總幹事;SCS;Senior Civil Service;1937;3;1937;植之;湖北;蒲圻;M;63;1881;2;C
N00035;但燾;P25007;國民政府;國民政府文官處;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1940;12;1940;植之;湖北;蒲圻;M;63;1881;2;C
N06736;何基鴻;P25008;監察院;監察院;GOV;GOVC;GOV-C;;;江蘇;南京;監察委員;AOS;Administrative and Office Staff;1942;4;1942;海秋;河北;藁縣;M;56;1889;3;C
N04944;何孝純;P25009;糧食部;管制司;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1943;3;1943;;福建;閩侯;M;39;1906;4;C
N05791;何家濂;P25010;行政院水利委員會;工務處;GOV;GOVC;GOV-C;;;江蘇;南京;技佐;PTS;Professional and Technical Staff;1942;7;1942;;福建;閩侯;M;28;1917;6;C
N06312;何昂;P25012;立法院;軍事委員會;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1936;7;1936;基甫;福建;閩侯;M;60;1885;2;C
N06460;何蔚;P25013;最高法院;刑事第三庭;GOV;GOVC;GOV-C;;;江蘇;南京;庭長;SCS;Senior Civil Service;1934;11;1934;慎其;廣東;興寧;M;61;1884;2;C
N06391;何超;P25014;司法院;統計處;GOV;GOVC;GOV-C;;;江蘇;南京;統計長;PTS;Professional and Technical Staff;1942;5;1942;枚如;福建;閩侯;M;56;1889;3;C
N04336;余先亮;P25015;農林部;農村經濟司;GOV;GOVC;GOV-C;;;江蘇;南京;專員;SCS;Senior Civil Service;1941;9;1941;;四川;威遠;M;39;1906;4;C
N00369;余又蓀;P25016;國立中央研究;總辦事處;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1943;11;1943;;四川;涪陵;M;37;1908;5;C
N01070;余紫驤;P25017;外交部;外交部亞東司;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1943;1;1943;;安徽;休寧;M;60;1885;2;C
N03595;余鍾志;P25018;教育部;美術教育委員會;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1943;7;1943;;四川;涪陵;M;34;1911;5;C
N04364;侯朝海;P25019;農林部;漁牧司;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1940;7;1940;宗卿;江蘇;無錫;M;48;1897;4;C
N02949;傅銘九;P25020;經濟部;經濟部;GOV;GOVC;GOV-C;;;江蘇;南京;技正;PTS;Professional and Technical Staff;1942;9;1942;;浙江;東陽;M;48;1897;4;C
N03592;傅隸樸;P25021;教育部;僑民教育設計委員會;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1943;1;1943;守知;湖北;天門;M;40;1905;4;C
N01721;况厚豐;P25022;財政部;稅務署;GOV;GOVC;GOV-C;;;江蘇;南京;視察;AOS;Administrative and Office Staff;1943;12;1943;;四川;達縣;M;34;1911;5;C
N01044;凌曼壽;P25023;外交部;外交部參事廳;GOV;GOVC;GOV-C;;;江蘇;南京;領事;MM;Middle Management;1943;3;1943;達劼;浙江;吳興;M;46;1899;4;C
N01686;劉允承;P25024;財政部;關務署;GOV;GOVC;GOV-C;;;江蘇;南京;薦任科員;AOS;Administrative and Office Staff;1943;6;1943;;江蘇;武進;M;44;1901;4;C
N01159;劉博崑;P25025;外交部;外交部情報司;GOV;GOVC;GOV-C;;;江蘇;南京;專員;SCS;Senior Civil Service;1940;3;1940;;遼寧;安康;M;38;1907;5;C
N02418;劉培基;P25026;財政部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1943;3;1943;魯丞;湖南;長沙;M;51;1894;3;C
N05237;劉子昂;P25027;司法行政部;刑事司;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1942;9;1942;;江西;宜豐;M;46;1899;4;C
N06365;劉子芬;P25028;司法院;參事處;GOV;GOVC;GOV-C;;;江蘇;南京;參事;EM;Executive Management;1932;1;1932;竹園;廣東;梅縣;M;58;1887;3;C
N02655;劉崐輝;P25029;財政部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;出差督導;AOS;Administrative and Office Staff;1942;7;1942;;四川;江津;M;41;1904;4;C
N00367;劉次簫;P25030;國立中央研究;總辦事處;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1941;6;1941;;山東;安邱;M;55;1890;3;C
N06607;劉武;P25031;中央公務員懲戒委員會;中央公務員懲戒委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1932;6;1932;政輿;湖南;湘潭;M;67;1878;2;C
N00085;劉毅夫;P25032;國民政府;國民政府文官處;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1942;8;1928;;湖南;常德;M;52;1893;3;C
N00858;劉燧昌;P25033;內政部;內政部第四組;GOV;GOVC;GOV-C;;;江蘇;南京;參事;EM;Executive Management;1942;1;1942;剛吾;貴州;興義;M;53;1892;3;C
N04864;劉竹賢;P25034;糧食部;糧食部;GOV;GOVC;GOV-C;;;江蘇;南京;視察;AOS;Administrative and Office Staff;1941;6;1941;;四川;敍永;M;35;1910;5;C
N03520;劉開達;P25035;教育部;國民教育輔導研究委員會;GOV;GOVC;GOV-C;;;江蘇;南京;組主任;MM;Middle Management;1942;6;1942;善普;江蘇;寶應;M;38;1907;5;C
N04669;劉鳳儀;P25036;社會部;社會福利司;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1943;5;1943;;廣東;梅縣;M;32;1913;5;C
N01908;包際春;P25037;財政部;緝私署;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1941;8;1941;榮甫;浙江;春順;M;42;1903;4;C
N06182;史太璞;P25038;立法院;秘書室;GOV;GOVC;GOV-C;;;江蘇;南京;簡任秘書;AOS;Administrative and Office Staff;1929;7;1929;;安徽;桐城;M;52;1893;3;C
N06639;史尚寬;P25039;考試院;考試院;GOV;GOVC;GOV-C;;;江蘇;南京;秘書長;SCS;Senior Civil Service;1942;1;1942;旦生;安徽;桐城;M;46;1898;4;C
N04704;史維煥;P25040;社會部;勞動局;GOV;GOVC;GOV-C;;;江蘇;南京;副局長;MM;Middle Management;1930;12;1930;奎光;貴州;貴定;M;50;1895;3;C
N04704;史維煥;P25041;立法院;立法院;GOV;GOVC;GOV-C;;;江蘇;南京;立法委員;SEM;Senior Executive Management;1930;12;1930;奎光;貴州;貴定;M;50;1895;3;C
N01872;吳力生;P25042;財政部;緝私署;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1943;8;1943;;浙江;松陽;M;40;1905;4;C
N00666;吳子雋;P25043;行政院;行政院;GOV;GOVC;GOV-C;;;江蘇;南京;簡任待遇秘書;AOS;Administrative and Office Staff;1928;11;1928;;湖南;湘潭;M;60;1885;2;C
N07008;吳建常;P25044;監察院;監察院;GOV;GOVC;GOV-C;;;江蘇;南京;監察委員;AOS;Administrative and Office Staff;1940;4;1940;仲旂;陝西;涇陽;M;68;1877;2;C
N06740;吳思豫;P25045;考試院;法規委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1942;4;1942;;浙江;嘉興;M;59;1886;3;C
N01383;吳文叔;P25046;財政部;國庫署;GOV;GOVC;GOV-C;;;江蘇;南京;稽核;AOS;Administrative and Office Staff;1943;12;1943;;安徽;合肥;M;31;1914;5;C
N06644;吳浴文;P25047;考試院;法規委員會;GOV;GOVC;GOV-C;;;江蘇;南京;當然委員;MM;Middle Management;1942;2;1942;;安徽;桐城;M;38;1907;5;C
N06644;吳浴文;P25048;考試院;考試院;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1942;2;1942;;安徽;桐城;M;38;1907;5;C
N01264;吳玉良;P25049;外交部;機要室;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1944;2;1944;;河北;天津;M;31;1914;5;C
N07238;吳紹鑑;P25050;審計部;總務處;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1943;5;1943;;廣東;廉江;M;43;1902;4;C
N07125;吳金堂;P25051;審計部;審計部;GOV;GOVC;GOV-C;;;江蘇;南京;稽查;AOS;Administrative and Office Staff;1944;2;1944;;安徽;歙縣;M;40;1905;4;C
N06170;呂復;P25052;立法院;立法院;GOV;GOVC;GOV-C;;;江蘇;南京;立法委員;SEM;Senior Executive Management;1942;9;1942;健秋;河北;北京;M;65;1880;2;C
N00121;呂超;P25053;國民政府;國民政府參軍處;GOV;GOVC;GOV-C;;;江蘇;南京;參軍長;EM;Executive Management;1932;1;1932;漢群;四川;宜賓;M;55;1890;3;C
N05365;周予牧;P25054;司法行政部第一級附屬機關主官及幕僚長;山東高等法院;GOV;GOVC;GOV-C;;;江蘇;南京;院長;SEM;Senior Executive Management;1940;2;1940;;河北;灤縣;M;50;1895;3;C
N00030;周仲良;P25055;國民政府委員會;國民政府文官處;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1928;10;1928;;貴州;黎平;M;57;1888;3;C
N00030;周仲良;P25056;國民政府;國民政府文官處;GOV;GOVC;GOV-C;;;江蘇;南京;局長;MM;Middle Management;1927;4;1927;;貴州;黎平;M;57;1888;3;C
N03645;周厚鈞;P25057;交通部;交通部;GOV;GOVC;GOV-C;;;江蘇;南京;簡任待遇專員;SCS;Senior Civil Service;1943;1;1943;;江蘇;江都;M;40;1905;4;C
N03464;周彧文;P25058;教育部;訓育委員會;GOV;GOVC;GOV-C;;;江蘇;南京;專任委員;MM;Middle Management;1942;10;1942;思漢;吉林;雙城;M;39;1906;4;C
N01544;周樹嘉;P25059;財政部;國庫署;GOV;GOVC;GOV-C;;;江蘇;南京;統計主任;PTS;Professional and Technical Staff;1940;4;1940;;湖南;衡山;M;33;1912;5;C
N04604;周泰京;P25060;社會部;社會福利司;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1940;11;1940;;江西;南豐;M;38;1907;5;C
N05555;周演明;P25061;僑務委員會;僑務管理處;GOV;GOVC;GOV-C;;;江蘇;南京;處長;MM;Middle Management;1932;5;1932;德光;廣東;順德;M;54;1891;3;C
N02585;周獻琛;P25062;財政部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;技正;PTS;Professional and Technical Staff;1942;7;1942;;江西;進賢;M;35;1910;5;C
N03294;周雲裳;P25064;教育部;社會教育司;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1929;7;1929;;廣東;南海;M;42;1903;4;C
N05144;夏勤;P25065;司法行政部;司法行政部;GOV;GOVC;GOV-C;;;江蘇;南京;常務次長;NL;National Leadership;1938;2;1938;敬民;江蘇;泰縣;M;51;1894;3;C
N01996;姚寶賢;P25066;財政部;錢幣司;GOV;GOVC;GOV-C;;;江蘇;南京;稽核;AOS;Administrative and Office Staff;1942;2;1942;;江蘇;江寧;M;38;1907;5;C
N02359;姜善甫;P25067;財政部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;視察;AOS;Administrative and Office Staff;1943;12;1943;;四川;成都;M;34;1911;5;C
N02816;孔庚;P25068;財政部;公債司核銷債券處公債籌募委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;;;;雯軒;湖北;浠水;M;71;1874;1;C
N07030;孫俍工;P25069;監察院;監察院;GOV;GOVC;GOV-C;;;江蘇;南京;參事;EM;Executive Management;1940;4;1940;;湖南;邵陽;M;49;1896;3;C
N00662;孫希文;P25070;行政院;法規委員會;GOV;GOVC;GOV-C;;;江蘇;南京;主任委員;MM;Middle Management;1941;1;1941;;安徽;懷遠;M;52;1893;3;C
N00662;孫希文;P25071;行政院;行政院;GOV;GOVC;GOV-C;;;江蘇;南京;參事;EM;Executive Management;1941;1;1941;;安徽;懷遠;M;52;1893;3;C
N02199;孫炤烜;P25072;財政部;專賣事業司;GOV;GOVC;GOV-C;;;江蘇;南京;稽核;AOS;Administrative and Office Staff;1942;12;1942;;江蘇;徐州;M;31;1914;5;C
N01076;孫秉乾;P25073;外交部;外交部亞東司;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1940;3;1940;中陽;吉林;榆樹;M;41;1904;4;C
N05565;孫荷曾;P25074;僑務委員會;僑民教育處;GOV;GOVC;GOV-C;;;江蘇;南京;專員;SCS;Senior Civil Service;1944;1;1944;立言;廣東;;M;33;1912;5;C
N04127;孫銘修;P25075;交通部;秘書室;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1943;7;1943;叔毅;江蘇;無錫;M;43;1902;4;C
N03897;孫靖圻;P25076;交通部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1943;4;1943;子遠;江蘇;無錫;M;63;1882;2;C
N01869;宋式善;P25078;財政部;緝私署;GOV;GOVC;GOV-C;;;江蘇;南京;專員;SCS;Senior Civil Service;1944;1;1944;謹予;湖南;長沙;M;55;1890;3;C
N01075;宿夢公;P25079;外交部;外交部亞東司;GOV;GOVC;GOV-C;;;江蘇;南京;隨習領事;AOS;Administrative and Office Staff;1940;9;1940;;吉林;珠河;M;36;1909;5;C
N00005;居正;P25080;司法院;司法院;GOV;GOVC;GOV-C;;;江蘇;南京;院長;SEM;Senior Executive Management;1932;1;1932;覺生;湖北;廣濟;M;69;1876;2;C
N00005;居正;P25081;國民政府委員會;國民政府委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1932;1;1932;覺生;湖北;廣濟;M;69;1876;2;C
N00163;屠景曾;P25082;國民政府;國民政府參軍處;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1929;9;1929;頌谷;浙江;嘉興;M;60;1885;2;C
N02703;席德懋;P25083;財政部;金融研究委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1941;11;1941;建侯;江蘇;吳縣;M;52;1892;3;C
N01757;席秉章;P25084;財政部;稅務署;GOV;GOVC;GOV-C;;;江蘇;南京;稅務督察;AOS;Administrative and Office Staff;1943;3;1943;;山西;桓曲;M;41;1904;4;C
N05138;康寶志;P25085;糧食部第一級附屬機關主官及幕僚長;四川民食第一供應處;GOV;GOVC;GOV-C;;;江蘇;南京;處長;MM;Middle Management;1943;3;1943;心之;陝西;城固;M;51;1894;3;C
N05243;廖維勳;P25086;司法行政部;監獄司;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1932;6;1932;允端;湖南;常德;M;62;1883;2;C
N06456;張于潯;P25087;最高法院;刑事第二庭;GOV;GOVC;GOV-C;;;江蘇;南京;庭長;SCS;Senior Civil Service;1934;11;1934;惠民;江西;南昌;M;54;1891;3;C
N05034;張仁川;P25088;糧食部;財務司;GOV;GOVC;GOV-C;;;江蘇;南京;專員;SCS;Senior Civil Service;1943;1;1943;;廣東;;M;40;1905;4;C
N03308;張兆煥;P25089;教育部;蒙藏教育司;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1943;2;1943;;福建;仙游;M;45;1900;4;C
N00962;張國鈞;P25090;內政部;內政部營建司;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1942;7;1942;少池;安徽;桐城;M;56;1889;3;C
N00962;張國鈞;P25091;監察院;院長辦公室;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1942;7;1942;少池;安徽;桐城;M;56;1889;3;C
N03523;張希文;P25092;教育部;國民教育輔導研究委員會;GOV;GOVC;GOV-C;;;江蘇;南京;幹事;SCS;Senior Civil Service;1942;11;1942;;河北;棗強;F;36;1909;5;C
N06691;張忠道;P25093;考試院;法規委員會;GOV;GOVC;GOV-C;;;江蘇;南京;當然委員;MM;Middle Management;1937;2;1937;性齋;安徽;六安;M;46;1899;4;C
N06691;張忠道;P25094;考選委員會;考選委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1937;2;1937;性齋;安徽;六安;M;46;1899;4;C
N01278;張念萱;P25095;外交部;人事處第二科;GOV;GOVC;GOV-C;;;江蘇;南京;荐任待遇科員;AOS;Administrative and Office Staff;1940;9;1940;荷帲;江西;武寧;M;40;1905;4;C
N01074;張振漢;P25096;外交部;外交部亞東司;GOV;GOVC;GOV-C;;;江蘇;南京;副領事;AOS;Administrative and Office Staff;1942;10;1942;奮廷;福建;莆田;M;46;1899;4;C
N05612;張掄元;P25097;振濟委員會;振濟委員會第一處;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1941;1;1941;經武;浙江;吳興;M;36;1909;5;C
N05681;張啟凡;P25098;振濟委員會;人事室;GOV;GOVC;GOV-C;;;江蘇;南京;專員;SCS;Senior Civil Service;1944;3;1944;;廣東;南海;F;35;1910;5;C
N05789;張智斌;P25099;行政院水利委員會;工務處;GOV;GOVC;GOV-C;;;江蘇;南京;技佐;PTS;Professional and Technical Staff;1941;9;1941;右文;安徽;合肥;M;27;1918;6;C
N06314;張樹勛;P25100;立法院;軍事委員會;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1929;1;1929;彬士;江蘇;;M;65;1880;2;C
N03765;張毓驊;P25101;交通部;財務司第六科;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1942;7;1942;驤逵;江蘇;崇明;M;60;1885;2;C
N03765a;張毓驊a;P25102;農林部;農事司;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1940;7;1940;路展;江蘇;太倉;M;45;1900;4;C
N00599;張清廉;P25103;國民政府;國民政府國史館籌備委員會;GOV;GOVC;GOV-C;;;江蘇;南京;副總幹事;MM;Middle Management;1942;12;1942;;河北;正定;M;60;1885;2;C
N05787;張漢;P25104;行政院水利委員會;工務處;GOV;GOVC;GOV-C;;;江蘇;南京;技士;PTS;Professional and Technical Staff;1943;1;1943;雲倬;安徽;壽縣;M;31;1914;5;C
N06465;張燿;P25105;最高法院;刑事第四庭;GOV;GOVC;GOV-C;;;江蘇;南京;庭長;SCS;Senior Civil Service;1936;3;1936;南軒;陝西;長安;M;59;1886;3;C
N00973;張瑞光;P25106;內政部;內政部營建司;GOV;GOVC;GOV-C;;;江蘇;南京;編審;AOS;Administrative and Office Staff;1944;2;1944;亮卿;雲南;文山;F;34;1911;5;C
N01385;張白衣;P25107;財政部;國庫署;GOV;GOVC;GOV-C;;;江蘇;南京;稽核;AOS;Administrative and Office Staff;1941;12;1941;;江蘇;嘉定;M;35;1910;5;C
N06580;張知本;P25108;行政法院;行政法院;GOV;GOVC;GOV-C;;;江蘇;南京;院長;SEM;Senior Executive Management;1943;4;1943;懷九;湖北;江陵;M;63;1882;2;C
N05711;張群;P25109;行政院水利委員會;行政院水利委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1941;9;1941;岳軍;四川;華陽;M;56;1889;3;C
N07016;張華瀾;P25110;監察院;監察院;GOV;GOVC;GOV-C;;;江蘇;南京;監察委員;AOS;Administrative and Office Staff;1933;4;1933;芷江;雲南;石屏;M;64;1881;2;C
N02439;張貽蘭;P25111;財政部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1941;9;1941;;福建;;M;60;1885;2;C
N04319;張遠峯;P25112;農林部;農事司;GOV;GOVC;GOV-C;;;江蘇;南京;司長;MM;Middle Management;1940;7;1940;;廣東;開平;M;53;1892;3;C
N03431;張邦華;P25113;教育部;統計室;GOV;GOVC;GOV-C;;;江蘇;南京;特約編輯;PTS;Professional and Technical Staff;1929;2;1929;燮和;浙江;海寧;M;66;1879;2;C
N02205;彭伯興;P25114;財政部;專賣事業司;GOV;GOVC;GOV-C;;;江蘇;南京;技正;PTS;Professional and Technical Staff;1943;10;1943;學昌;安徽;廣德;M;38;1907;5;C
N06884;彭漢懷;P25115;銓敘部第一級附屬機關主官及幕僚長;銓敘部;GOV;GOVC;GOV-C;;;江蘇;南京;處長;MM;Middle Management;1940;7;1940;;湖南;長沙;M;64;1881;2;C
N02749;彭鍾善;P25116;財政部;貨物評價委員會;GOV;GOVC;GOV-C;;;江蘇;南京;調查員;AOS;Administrative and Office Staff;1943;7;1943;由笙;湖北;武昌;M;54;1891;3;C
N03299;徐伯璞;P25117;教育部;社會教育司;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1938;12;1938;;山東;肥城;M;38;1907;5;C
N02919;徐梗生;P25118;經濟部;經濟部;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1939;3;1939;麟史;江西;進賢;M;40;1905;4;C
N01093;徐源達;P25119;外交部;外交部亞東司;GOV;GOVC;GOV-C;;;江蘇;南京;隨習領事;AOS;Administrative and Office Staff;1940;10;1940;志一;浙江;德清;M;47;1898;4;C
N00827;徐蔚南;P25120;行政院;中央圖書雜誌審查委員會;GOV;GOVC;GOV-C;;;江蘇;南京;主任秘書;SCS;Senior Civil Service;1943;11;1943;;江蘇;吳江;M;46;1899;4;C
N03503;徐誦明;P25121;教育部;醫學教育委員會;GOV;GOVC;GOV-C;;;江蘇;南京;常務委員;SEM;Senior Executive Management;1939;10;1939;軾游;浙江;新昌;M;54;1891;3;C
N06462;徐造鳳;P25122;最高法院;刑事第三庭;GOV;GOVC;GOV-C;;;江蘇;南京;推事;SCS;Senior Civil Service;1933;7;1933;仲樓;湖北;孝感;M;62;1883;2;C
N00007;戴傅賢;P25123;國民政府委員會;國民政府委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1943;9;1943;季陶;浙江;吳興;M;55;1890;3;C
N00646;方叔章;P25124;行政院;行政院;GOV;GOVC;GOV-C;;;江蘇;南京;簡任秘書;AOS;Administrative and Office Staff;1932;4;1932;;湖南;長沙;M;60;1885;2;C
N03460;方治;P25125;教育部;訓育委員會;GOV;GOVC;GOV-C;;;江蘇;南京;主任委員;MM;Middle Management;1941;10;1941;;安徽;桐城;M;51;1894;3;C
N03896;曹暉甫;P25126;交通部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;簡任待遇專員;SCS;Senior Civil Service;1943;6;1943;;湖南;長沙;M;49;1896;3;C
N02882;曹樹藩;P25127;財政部;貿易委員會;GOV;GOVC;GOV-C;;第一級附屬機關主官及幕僚長;江蘇;南京;秘書;AOS;Administrative and Office Staff;1930;6;1930;健庭;江西;新建;M;59;1886;3;C
N04506;曾廣欽;P25128;農林部第一級附屬機關主官及幕僚長;河南伏牛山墾區管理局;GOV;GOVC;GOV-C;;;江蘇;南京;局長;MM;Middle Management;1943;7;1943;;河南;經扶;M;58;1887;3;C
N06147;曾彥;P25129;立法院;立法院;GOV;GOVC;GOV-C;;;江蘇;南京;立法委員;SEM;Senior Executive Management;1941;6;1941;其衡;廣西;靖西;M;60;1885;2;C
N00063;曾省三;P25130;國民政府;國民政府文官處;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1942;9;1927;楚湘;湖北;應城;M;57;1888;3;C
N06989;曾道;P25131;監察院;監察院;GOV;GOVC;GOV-C;;;江蘇;南京;監察委員;AOS;Administrative and Office Staff;1933;3;1933;通一;四川;金堂;M;59;1886;3;C
N01738;曾遜彜;P25132;財政部;稅務署;GOV;GOVC;GOV-C;;;江蘇;南京;稅務督察;AOS;Administrative and Office Staff;1942;7;1942;;江西;吉安;M;49;1896;3;C
N06036;朱劍農;P25133;地政署;地權處第一科;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1944;2;1944;;安徽;旌德;M;33;1912;5;C
N06891;朱希祖;P25134;考選委員會;考選委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1940;3;1940;逷先;浙江;海鹽;M;65;1880;2;C
N06379;朱幹青;P25135;最高法院;書記廳;GOV;GOVC;GOV-C;;;江蘇;南京;書記官長;SCS;Senior Civil Service;1934;12;1934;;湖北;廣濟;M;52;1893;3;C
N06379;朱幹青;P25136;司法院;會計處;GOV;GOVC;GOV-C;;;江蘇;南京;會計長;PTS;Professional and Technical Staff;1934;12;1934;;湖北;廣濟;M;52;1893;3;C
N01072;朱慶儒;P25137;外交部;外交部亞東司;GOV;GOVC;GOV-C;;;江蘇;南京;專員;SCS;Senior Civil Service;1940;5;1940;;吉林;寧安;M;38;1907;5;C
N01062;朱若華;P25138;外交部;外交部亞東司;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1941;12;1941;;四川;宜賓;F;30;1915;5;C
N06034;朱章寶;P25139;地政署;地權處;GOV;GOVC;GOV-C;;;江蘇;南京;處長;MM;Middle Management;1943;6;1943;隱青;浙江;金華;M;54;1891;3;C
N02006;朱鴻基;P25140;財政部;錢幣司;GOV;GOVC;GOV-C;;;江蘇;南京;稽核;AOS;Administrative and Office Staff;1943;4;1943;子固;浙江;;M;56;1889;3;C
N06597;李丹亭;P25141;行政法院;書記廳;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1943;7;1943;;湖北;石首;M;48;1897;4;C
N05630;李乾;P25142;振濟委員會;振濟委員會第三處;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1944;2;1944;泗濱;安徽;壽縣;M;32;1913;5;C
N07257;李佩珠;P25143;審計部;人事室;GOV;GOVC;GOV-C;;;江蘇;南京;主任科員;AOS;Administrative and Office Staff;1944;3;1944;;廣東;番禺;F;35;1910;5;C
N06184;李元白;P25144;立法院;秘書室;GOV;GOVC;GOV-C;;;江蘇;南京;簡任秘書;AOS;Administrative and Office Staff;1928;12;1928;;四川;成都;M;57;1888;3;C
N04492;李兆煇;P25145;農林部第一級附屬機關主官及幕僚長;陪都增殖漁產臨時辦事處;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1943;9;1943;;福建;長汀;M;37;1908;5;C
N04780;李卓之;P25146;社會部;勞動局;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1942;12;1942;;四川;開縣;M;35;1910;5;C
N07271;李卓才;P25147;審計部;駐資源委員會;GOV;GOVC;GOV-C;;;江蘇;南京;稽查;AOS;Administrative and Office Staff;1941;2;1941;;廣東;台山;M;49;1896;3;C
N01027;李士珍;P25148;內政部;中央警官學校;GOV;GOVC;GOV-C;;;江蘇;南京;教育長;MM;Middle Management;1936;9;1936;夢周;浙江;甯海;M;48;1897;4;C
N01986;李家瀚;P25149;財政部;錢幣司;GOV;GOVC;GOV-C;;;江蘇;南京;專員;SCS;Senior Civil Service;1942;8;1942;乾北;江西;九江;M;51;1894;3;C
N02945;李崇典;P25150;經濟部;經濟部;GOV;GOVC;GOV-C;;;江蘇;南京;技正;PTS;Professional and Technical Staff;1938;1;1938;光崙;四川;仁壽;M;57;1888;3;C
