NameID;Name_ZhT;IDCH;OrgSup;Institution;Type_1;Type_2;Type_2_Orig;Institution_Lev_2;Institution_Lev_3;Prov_Inst;City_Inst;Position;Level_Code;Level_New;StartPosYear;StartPosMonth;StartJob;Zi;BirthProv;BirthLoc;Gender;Age;Birthyear;Generation;Status
N04468;邵均;P25300;農林部第一級附屬機關主官及幕僚長;農林部;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1941;8;1941;;江蘇;宜興;M;41;1904;4;C
N04840;邵本恆;P25301;糧食部;糧食部;GOV;GOVC;GOV-C;;;江蘇;南京;參事;EM;Executive Management;1942;2;1942;月如;浙江;衢縣;M;48;1897;4;C
N07331;郗昌麒;P25302;審計部;駐中國交通農民銀行審計室;GOV;GOVC;GOV-C;;;江蘇;南京;審計;AOS;Administrative and Office Staff;1939;4;1939;石生;陝西;華陰;M;40;1905;4;C
N02672;郭桓;P25304;財政部;復員計畫研究組;GOV;GOVC;GOV-C;;;江蘇;南京;督導;AOS;Administrative and Office Staff;1941;8;1941;干城;遼寧;錦西;M;34;1911;5;C
N06162;鄒善群;P25306;立法院;立法院;GOV;GOVC;GOV-C;;;江蘇;南京;立法委員;SEM;Senior Executive Management;1942;3;1942;;廣東;大埔;M;42;1903;4;C
N01693;鄒延年;P25307;財政部;關務署;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1939;8;1939;道堃;廣東;大埔;M;33;1912;5;C
N00657;鄧介松;P25308;行政院;文書組;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1932;5;1932;;湖南;湘鄉;M;52;1893;3;C
N05370;鄧哲熙;P25309;司法行政部第一級附屬機關主官及幕僚長;河北高等法院;GOV;GOVC;GOV-C;;;江蘇;南京;院長;SEM;Senior Executive Management;1937;6;1937;仲知;河北;大城;M;48;1897;4;C
N00861;鄧鴻藩;P25310;內政部;內政部第四組;GOV;GOVC;GOV-C;;;江蘇;南京;參事;EM;Executive Management;1942;2;1942;屏洲;雲南;鹽津;M;41;1904;4;C
N01069;鄭壽恩;P25311;外交部;外交部亞東司;GOV;GOVC;GOV-C;;;江蘇;南京;領事;MM;Middle Management;1942;5;1942;叔平;廣東;中山;M;45;1900;4;C
N04839;鄭延卓;P25312;糧食部;糧食部;GOV;GOVC;GOV-C;;;江蘇;南京;參事;EM;Executive Management;1942;2;1942;;湖南;長沙;M;36;1909;5;C
N01657;鄭文烈;P25313;財政部;直接稅署;GOV;GOVC;GOV-C;;;江蘇;南京;稅務員;AOS;Administrative and Office Staff;1943;7;1943;;山東;荷澤;M;32;1913;5;C
N05315;鄭烈;P25314;司法行政部第一級附屬機關主官及幕僚長;最高法院檢察署;GOV;GOVC;GOV-C;;;江蘇;南京;檢察長;SCS;Senior Civil Service;1928;12;1928;曉雲;福建;福州;M;62;1883;2;C
N02943;鄭達生;P25315;經濟部;經濟部;GOV;GOVC;GOV-C;;;江蘇;南京;簡任技正;PTS;Professional and Technical Staff;1943;3;1943;振華;江西;高安;M;40;1905;4;C
N07235;鄺植三;P25316;審計部;總務處;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1942;2;1942;植森;廣東;台山;M;39;1906;4;C
N02679;金孔章;P25317;財政部;財政研究委員會;GOV;GOVC;GOV-C;;;江蘇;南京;專任委員;MM;Middle Management;1942;11;1942;;安徽;銅城;M;41;1904;4;C
N05854;金寶善;P25318;衛生署;衛生署;GOV;GOVC;GOV-C;;;江蘇;南京;署長;MM;Middle Management;1942;4;1942;楚珍;浙江;紹興;M;52;1893;3;C
N04538;鈕長耀;P25319;社會部;社會部;GOV;GOVC;GOV-C;;;江蘇;南京;簡任視導;AOS;Administrative and Office Staff;1940;11;1940;;江蘇;上海;M;40;1905;4;C
N03461;錢雲階;P25320;教育部;訓育委員會;GOV;GOVC;GOV-C;;;江蘇;南京;副主任委員;MM;Middle Management;1938;5;1938;;湖北;漢陽;M;41;1904;4;C
N00227;鍾愷;P25321;國民政府;國民政府主計處;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1931;4;1931;元卿;湖南;常德;M;55;1890;3;C
N00014;閻錫山;P25322;國民政府委員會;國民政府委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1932;1;1932;伯川;山西;五台;M;62;1883;2;C
N05460;阮承霖;P25323;蒙藏委員會;編譯室;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1940;10;1933;雨民;陝西;安康;M;51;1894;3;C
N02928;陳伯康;P25324;經濟部;經濟部;GOV;GOVC;GOV-C;;;江蘇;南京;專員;SCS;Senior Civil Service;1943;10;1943;;廣東;潮安;M;36;1909;5;C
N00179;陳其采;P25325;財政部;公債司核銷債券處公債籌募委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1931;4;1931;藹士;浙江;吳興;M;65;1880;2;C
N00179;陳其采;P25326;國民政府;國民政府主計處;GOV;GOVC;GOV-C;;;江蘇;南京;主計長;PTS;Professional and Technical Staff;1931;4;1931;藹士;浙江;吳興;M;65;1880;2;C
N02909;陳匪石;P25327;經濟部;經濟部;GOV;GOVC;GOV-C;;;江蘇;南京;參事;EM;Executive Management;1938;1;1938;;江蘇;南京;M;61;1884;2;C
N05155;陳士誠;P25328;司法行政部;秘書處;GOV;GOVC;GOV-C;;;江蘇;南京;編審;AOS;Administrative and Office Staff;1942;5;1942;幻雲;福建;霞浦;M;45;1900;4;C
N06684;陳大齊;P25329;考試院;法規委員會;GOV;GOVC;GOV-C;;;江蘇;南京;當然委員;MM;Middle Management;1934;12;1934;百年;浙江;海鹽;M;58;1887;3;C
N06684;陳大齊;P25330;考選委員會;考選委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員長;SCS;Senior Civil Service;1934;12;1934;百年;浙江;海鹽;M;58;1887;3;C
N02311;陳威;P25331;振濟委員會;振濟委員會;GOV;GOVC;GOV-C;;;江蘇;南京;常務委員;SEM;Senior Executive Management;1942;6;1942;;浙江;紹興;M;65;1880;2;C
N02311;陳威;P25332;財政部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;薦任科員;AOS;Administrative and Office Staff;1942;6;1942;;浙江;紹興;M;65;1880;2;C
N03331;陳宗英;P25333;教育部;督學堂;GOV;GOVC;GOV-C;;;江蘇;南京;督學;PTS;Professional and Technical Staff;1941;2;1941;雪戡;福建;閩侯;M;52;1893;3;C
N04680;陳岩松;P25334;社會部;合作事業管理局;GOV;GOVC;GOV-C;;;江蘇;南京;薦任視察;AOS;Administrative and Office Staff;1943;1;1943;瑞萱;浙江;永嘉;M;39;1906;4;C
N02916;陳廷煦;P25335;經濟部;經濟部;GOV;GOVC;GOV-C;;;江蘇;南京;簡任秘書;AOS;Administrative and Office Staff;1938;1;1938;飲和;江蘇;嘉定;M;47;1898;4;C
N00545;陳建功;P25336;國立中央研究;數學研究所籌備處;GOV;GOVC;GOV-C;;;江蘇;南京;研究員;SCS;Senior Civil Service;1942;3;1942;;浙江;紹興;M;50;1895;3;C
N06937;陳彰;P25337;考選委員會;考選委員會第三處;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1943;9;1943;伯杰;廣東;大埔;M;32;1913;5;C
N04148;陳揆;P25338;交通部;工作競賽辦事處;GOV;GOVC;GOV-C;;;江蘇;南京;研究員;SCS;Senior Civil Service;1943;6;1943;百總;江蘇;常州;M;33;1912;5;C
N04122;陳有豐;P25339;交通部;設計考核委員會;GOV;GOVC;GOV-C;;;江蘇;南京;專門委員;AOS;Administrative and Office Staff;1943;11;1943;芭蓀;江蘇;嘉定;M;57;1888;3;C
N05496;陳樹人;P25340;財政部;公債司核銷債券處公債籌募委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1932;4;1932;;廣東;番禺;M;61;1884;2;C
N05496;陳樹人;P25341;教育部;南洋研究所;GOV;GOVC;GOV-C;;第一級附屬機關主官及幕僚長;江蘇;南京;所長;SCS;Senior Civil Service;1932;4;1932;;廣東;番禺;M;61;1884;2;C
N05496;陳樹人;P25342;僑務委員會第一級附屬機關主官及幕僚長;囘國僑民事業輔導委員會;GOV;GOVC;GOV-C;;;江蘇;南京;主任委員;MM;Middle Management;1932;4;1932;;廣東;番禺;M;61;1884;2;C
N06157;陳海澄;P25343;立法院;立法院;GOV;GOVC;GOV-C;;;江蘇;南京;立法委員;SEM;Senior Executive Management;1942;4;1942;劍秋;江蘇;阜甯;M;49;1896;3;C
N01716;陳燦章;P25344;財政部;稅務署;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1943;9;1943;雋民;廣東;台山;M;49;1896;3;C
N07208;陳祚蔭;P25345;審計部;審計部第三廳;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1935;3;1935;子莊;陝西;山陽;M;50;1895;3;C
N03659;陳綬蓀;P25346;交通部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;簡任待遇專員;SCS;Senior Civil Service;1943;4;1943;;湖南;澧縣;M;47;1898;4;C
N02406;陳維羆;P25347;財政部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1942;4;1942;仲民;福建;同安;M;33;1912;5;C
N05590;陳訪先;P25348;振濟委員會;振濟委員會;GOV;GOVC;GOV-C;;;江蘇;南京;常務委員;SEM;Senior Executive Management;1938;4;1938;;安徽;東流;M;51;1894;3;C
N00439;陳遵嬀;P25349;國立中央研究;天文研究所;GOV;GOVC;GOV-C;;;江蘇;南京;研究員;SCS;Senior Civil Service;1927;10;1927;;福建;閩侯;M;43;1902;4;C
N00681;陳陛章;P25352;行政院;總務組出納科;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1937;10;1937;丹忱;河北;安新;M;56;1889;3;C
N06270;陳震異;P25353;立法院;編譯處;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1933;3;1933;;廣東;普寧;M;49;1896;3;C
N06609;陶冶公;P25354;中央公務員懲戒委員會;中央公務員懲戒委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1933;8;1933;;浙江;紹興;M;58;1887;3;C
N06302;陶善堅;P25355;立法院;經濟委員會;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1929;4;1929;銅似;浙江;;M;60;1885;2;C
N00508;陶孟和;P25356;國立中央研究;國立中央研究院評議會;GOV;GOVC;GOV-C;;;江蘇;南京;當然評議員;MM;Middle Management;1934;5;1934;;河北;天津;M;56;1889;3;C
N00508;陶孟和;P25357;國立中央研究;社會科學研究所;GOV;GOVC;GOV-C;;;江蘇;南京;所長;SCS;Senior Civil Service;1934;5;1934;;河北;天津;M;56;1889;3;C
N01224;陶鶴保;P25358;外交部;總務司庶務科會計室;GOV;GOVC;GOV-C;;;江蘇;南京;總務司庶務科會計室;AOS;Administrative and Office Staff;1929;8;1929;鐵梅;江蘇;鐵梅;M;54;1891;3;C
N06141;陸亞夫;P25359;立法院;立法院;GOV;GOVC;GOV-C;;;江蘇;南京;立法委員;SEM;Senior Executive Management;1940;6;1940;;雲南;鲁甸;M;46;1899;4;C
N04509;雷男;P25360;農林部第一級附屬機關主官及幕僚長;貴州省推廣繁殖站;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1943;1;1943;;湖南;永順;M;43;1902;4;C
N03001;韋特孚;P25361;經濟部;商業司;GOV;GOVC;GOV-C;;;江蘇;南京;視察專員;AOS;Administrative and Office Staff;1942;3;1942;;安徽;霍邱;M;33;1912;5;C
N03079;顏澤韞;P25362;經濟部;商業司;GOV;GOVC;GOV-C;;;江蘇;南京;專員;SCS;Senior Civil Service;1944;1;1944;紫石;廣東;連平;M;31;1914;5;C
N06646;饒炎;P25363;考試院;法規委員會;GOV;GOVC;GOV-C;;;江蘇;南京;當然委員;MM;Middle Management;1928;11;1928;白康;四川;成都;M;62;1883;2;C
N06646;饒炎;P25364;考試院;考試院;GOV;GOVC;GOV-C;;;江蘇;南京;參事;EM;Executive Management;1942;3;1942;白康;四川;成都;M;62;1883;2;C
N02624;馬吉璋;P25365;財政部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;科員;AOS;Administrative and Office Staff;1942;2;1942;禮南;山東;長山;M;36;1909;5;C
N05595;馬文車;P25366;振濟委員會;振濟委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1943;3;1943;心竹;浙江;東陽;M;42;1903;4;C
N06142;馬曉軍;P25367;立法院;立法院;GOV;GOVC;GOV-C;;;江蘇;南京;立法委員;SEM;Senior Executive Management;1940;6;1940;翰東;廣西;容縣;M;60;1885;2;C
N06688;馬洪煥;P25368;考試院;法規委員會;GOV;GOVC;GOV-C;;;江蘇;南京;當然委員;MM;Middle Management;1929;11;1929;旭樓;廣東;台山;M;52;1893;3;C
N06688;馬洪煥;P25369;銓敘部;銓敘部;GOV;GOVC;GOV-C;;;江蘇;南京;常務次長;NL;National Leadership;1942;3;1942;旭樓;廣東;台山;M;52;1893;3;C
N01726;馬雲亭;P25370;財政部;稅務署;GOV;GOVC;GOV-C;;;江蘇;南京;稽核;AOS;Administrative and Office Staff;1943;5;1943;;山東;泰安;M;33;1912;5;C
N05398;馬鶴天;P25371;蒙藏委員會;蒙藏委員會;GOV;GOVC;GOV-C;;;江蘇;南京;委員;MM;Middle Management;1936;4;1936;;山西;芮城;M;56;1889;3;C
N00348;馮百平;P25372;國民政府;國民政府政務官懲戒委員會秘書處;GOV;GOVC;GOV-C;;;江蘇;南京;秘書;AOS;Administrative and Office Staff;1937;1;1937;;河南;商城;M;44;1901;4;C
N00348;馮百平;P25373;財政部;貨物評價委員會;GOV;GOVC;GOV-C;;;江蘇;南京;專任委員;MM;Middle Management;1937;1;1937;;河南;商城;M;44;1901;4;C
N01965;馮祥麟;P25374;財政部;緝私署;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1944;1;1944;;江蘇;南京;M;33;1912;5;C
N06378;馮鎮東;P25375;司法院;視察室;GOV;GOVC;GOV-C;;;江蘇;南京;視察;AOS;Administrative and Office Staff;1941;12;1941;亞佛;湖北;漢川;M;66;1879;2;C
N01630;高奇;P25377;財政部;直接稅署;GOV;GOVC;GOV-C;;;江蘇;南京;統計主任;PTS;Professional and Technical Staff;1937;1;1937;;山東;濟寧;M;42;1903;4;C
N01630;高奇;P25378;財政部;直接稅署;GOV;GOVC;GOV-C;;;江蘇;南京;視察;AOS;Administrative and Office Staff;1936;9;1936;;山東;濟寧;M;42;1903;4;C
N05946;高梅芳;P25379;衛生署;會計處;GOV;GOVC;GOV-C;;;江蘇;南京;薦任視察;AOS;Administrative and Office Staff;1942;1;1942;楳放;江蘇;無錫;M;30;1915;5;C
N02425;魏炳辰;P25380;財政部;總務司;GOV;GOVC;GOV-C;;;江蘇;南京;會計員;AOS;Administrative and Office Staff;1940;11;1940;宿衡;河北;寧河;M;53;1892;3;C
N04459;魯昌文;P25381;農林部第一級附屬機關主官及幕僚長;輔導重慶南岸合作農場;GOV;GOVC;GOV-C;;;江蘇;南京;輔導員;AOS;Administrative and Office Staff;1942;1;1942;;湖北;鄂城;M;40;1905;4;C
N05479;鮑軻;P25382;蒙藏委員會;人事室;GOV;GOVC;GOV-C;;;江蘇;南京;主任;MM;Middle Management;1943;9;1941;孟晉;河北;完縣;M;36;1909;5;C
N06107;黃一歐;P25383;立法院;立法院;GOV;GOVC;GOV-C;;;江蘇;南京;立法委員;SEM;Senior Executive Management;1933;1;1933;;湖南;長沙;M;52;1893;3;C
N06331;黃介民;P25384;司法院;秘書處;GOV;GOVC;GOV-C;;;江蘇;南京;科長;MM;Middle Management;1937;4;1937;;江西;清江;M;60;1885;2;C
N04519;黃伯度;P25385;社會部;社會部;GOV;GOVC;GOV-C;;;江蘇;南京;常務次長;NL;National Leadership;1940;11;1940;;安徽;舒城;M;53;1892;3;C
N00995;黃厚端;P25387;內政部;內政部營建司;GOV;GOVC;GOV-C;;;江蘇;南京;統計長;PTS;Professional and Technical Staff;1937;12;1937;一中;湖南;長沙;M;42;1903;4;C
N06090;黃右昌;P25388;立法院;自治法委員會;GOV;GOVC;GOV-C;;;江蘇;南京;立法委員;SEM;Senior Executive Management;1930;12;1930;黼馨;湖南;臨澧;M;60;1885;2;C
N04710;黃懋仁;P25390;社會部;勞動局;GOV;GOVC;GOV-C;;;江蘇;南京;簡任視導;AOS;Administrative and Office Staff;1942;9;1942;;江西;萍鄉;M;47;1898;4;C
N06183;黃懺華;P25391;立法院;秘書室;GOV;GOVC;GOV-C;;;江蘇;南京;簡任秘書;AOS;Administrative and Office Staff;1928;12;1928;;廣東;順德;M;52;1893;3;C
N01167;黃朝琴;P25392;外交部;外交部情報司;GOV;GOVC;GOV-C;;;江蘇;南京;總領事;SCS;Senior Civil Service;1942;3;1942;;福建;南安;M;43;1902;4;C
N03716;黃桂祺;P25393;交通部;交通部第四組;GOV;GOVC;GOV-C;;;江蘇;南京;技正;PTS;Professional and Technical Staff;1938;1;1938;康亞;江蘇;崇明;M;52;1893;3;C
N05571;黃震東;P25394;僑務委員會;會計室;GOV;GOVC;GOV-C;;;江蘇;南京;代理主任;MM;Middle Management;1944;3;1944;;湖北;石首;M;58;1887;3;C
N03625;黃麟書;P25395;教育部;教育部戰區教師第三工作團;GOV;GOVC;GOV-C;;第一級附屬機關主官及幕僚長;江蘇;南京;團長;MM;Middle Management;1944;2;1944;;廣東;龍川;M;50;1895;3;C
N03499;龍發甲;P25396;教育部;專門技術工作諮詢處;GOV;GOVC;GOV-C;;;江蘇;南京;幹事;SCS;Senior Civil Service;1941;4;1941;經田;江西;永新;M;36;1909;5;C
N04120;龔學遂;P25397;交通部;公路總局;GOV;GOVC;GOV-C;;第一級附屬機關主官及幕僚長;江蘇;南京;副局長;MM;Middle Management;1943;3;1943;伯鏞;江西;金溪;M;51;1894;3;C
N05935;龔樹森;P25398;衛生署;會計處;GOV;GOVC;GOV-C;;;江蘇;南京;處長;MM;Middle Management;1943;12;1943;木三;湖北;監利;M;47;1898;4;C
N01059;楊雲竹;P2598;國民政府;外交部;GOV;GOVC;GOV-F;;;;;科長;MM;Middle Management;;;;;河北;蠡縣;M;44;1901;4;P
N01059;楊雲竹;P2599;國民政府;駐橫濱;GOV;GOVC;GOV-F;;;;;總領事;SCS;Senior Civil Service;;;;;河北;蠡縣;M;44;1901;4;P
N01059;楊雲竹;P2600;國民政府;駐日大使館;GOV;GOVC;GOV-F;;;;;參事;EM;Executive Management;;;;;河北;蠡縣;M;44;1901;4;P
N01062;朱若華;P2602;國民政府;賑濟委員會;GOV;GOVC;GOV-C;;;;;專員;SCS;Senior Civil Service;;;;;四川;宜賓;F;30;1915;5;P
N01069;鄭壽恩;P2610;國民政府;外交部;GOV;GOVC;GOV-F;;;;;科員;AOS;Administrative and Office Staff;;;;叔平;廣東;中山;M;45;1900;4;P
N01069;鄭壽恩;P2611;國民政府;駐日使館;GOV;GOVC;GOV-F;;;;;秘書;AOS;Administrative and Office Staff;;;;叔平;廣東;中山;M;45;1900;4;P
N01069;鄭壽恩;P2612;國民政府;駐橫濱總領館;GOV;GOVC;GOV-F;;;;;領事;MM;Middle Management;;;;叔平;廣東;中山;M;45;1900;4;P
N01070;余紫驤;P2613;國民政府;外交部;GOV;GOVC;GOV-F;;;;;副科長;MM;Middle Management;;;;;安徽;休寧;M;60;1885;2;P
N01070;余紫驤;P2614;國民政府;外交部;GOV;GOVC;GOV-F;;;;;科長;MM;Middle Management;;;;;安徽;休寧;M;60;1885;2;P
N01074;張振漢;P2621;國民政府;駐日領事館;GOV;GOVC;GOV-F;;;;;副領事;AOS;Administrative and Office Staff;;;;奮廷;福建;莆田;M;46;1899;4;P
N01075;宿夢公;P2622;國民政府;外交部;GOV;GOVC;GOV-F;;;;;科員;AOS;Administrative and Office Staff;;;;;吉林;珠河;M;36;1909;5;P
N01075;宿夢公;P2623;國民政府;駐台北總領事館;GOV;GOVC;GOV-F;;;;;隨習領事;AOS;Administrative and Office Staff;;;;;吉林;珠河;M;36;1909;5;P
N01076;孫秉乾;P2624;國民政府;外交部;GOV;GOVC;GOV-F;;;;;科員;AOS;Administrative and Office Staff;;;;中陽;吉林;榆樹;M;41;1904;4;P
N01076;孫秉乾;P2625;國民政府;駐台北總領事館;GOV;GOVC;GOV-F;;;;;隨習領事;AOS;Administrative and Office Staff;;;;中陽;吉林;榆樹;M;41;1904;4;P
N01093;徐源達;P2645;國民政府;駐日各館;GOV;GOVC;GOV-F;;;;;隨領事;AOS;Administrative and Office Staff;;;;志一;浙江;德清;M;47;1898;4;P
N01167;黃朝琴;P2748;國民政府;外交部;GOV;GOVC;GOV-F;;;;;科長秘書;MM;Middle Management;;;;;福建;南安;M;43;1902;4;P
N01167;黃朝琴;P2749;國民政府;駐金山;GOV;GOVC;GOV-F;;;;;總領事;SCS;Senior Civil Service;;;;;福建;南安;M;43;1902;4;P
N01224;陶鶴保;P2826;國民政府;國民政府;GOV;GOVC;GOV-C;;;;;科員;AOS;Administrative and Office Staff;;;;鐵梅;江蘇;鐵梅;M;54;1891;3;P
N01278;張念萱;P2895;國民政府;駐新義州領事館;GOV;GOVC;GOV-F;;;;;主事;AOS;Administrative and Office Staff;;;;荷帲;江西;武寧;M;40;1905;4;P
N01292;王家楨;P2913;國民政府;國民政府;GOV;GOVC;GOV-C;;;;;常務次長;NL;National Leadership;;;;樹人;吉林;雙城;M;47;1898;4;P
N01384;楊中一;P3134;國民政府;財政部;GOV;GOVC;GOV-C;;;;;編譯稽核;AOS;Administrative and Office Staff;;;;;安徽;舒城;M;32;1913;5;P
N01385;張白衣;P3136;國民政府;財政部;GOV;GOVC;GOV-C;;;;;評論編輯;AOS;Administrative and Office Staff;;;;;江蘇;嘉定;M;35;1910;5;P
N01608;段幹華;P3513;國民政府;農政所經濟組;GOV;GOVC;GOV-C;;;;;組長;MM;Middle Management;;;;;安徽;合肥;M;44;1901;4;P
N01657;鄭文烈;P3597;國民政府;財政部;GOV;GOVC;GOV-C;專賣局;;;;查緝主任;MM;Middle Management;;;;;山東;荷澤;M;32;1913;5;P
N01686;劉允承;P3677;國民政府;財政部;GOV;GOVC;GOV-C;國庫司;;;;書記;AOS;Administrative and Office Staff;;;;;江蘇;武進;M;44;1901;4;P
N01686;劉允承;P3678;國民政府;財政部;GOV;GOVC;GOV-C;;;;;科員;AOS;Administrative and Office Staff;;;;;江蘇;武進;M;44;1901;4;P
N01693;鄒延年;P3697;國民政府;九江關;GOV;GOVC;GOV-A;;;;;監督課員;AOS;Administrative and Office Staff;;;;道堃;廣東;大埔;M;33;1912;5;P
N01726;馬雲亭;P3774;國民政府;社會部;GOV;GOVC;GOV-C;;;;;專員;SCS;Senior Civil Service;;;;;山東;泰安;M;33;1912;5;P
N01759;沈亞清;P3820;國民政府;財政部;GOV;GOVC;GOV-C;;;;;科員;AOS;Administrative and Office Staff;;;;仲實;安徽;六安;M;39;1906;4;P
N01996;姚寶賢;P4265;國民政府;物資局;GOV;GOVC;GOV-C;;;;;專員;SCS;Senior Civil Service;;;;;江蘇;江寧;M;38;1907;5;P
N02006;朱鴻基;P4296;國民政府;糧食儲運局;GOV;GOVC;GOV-C;;;;;科長;MM;Middle Management;;;;子固;浙江;;M;56;1889;3;P
N02140;薛登道;P4566;國民政府;內政部;GOV;GOVC;GOV-C;;;;;委員;MM;Middle Management;;;;達五;山西;稷山;M;62;1883;2;P
N02140;薛登道;P4569;國民政府;財政部;GOV;GOVC;GOV-C;;;;;科長;MM;Middle Management;;;;達五;山西;稷山;M;62;1883;2;P
N02140;薛登道;P4570;國民政府;財政部;GOV;GOVC;GOV-C;;;;;科員;AOS;Administrative and Office Staff;;;;達五;山西;稷山;M;62;1883;2;P
N02276;蕭兆綱;P4878;國民政府;主計處;GOV;GOVC;GOV-C;會計局;;;;科員;AOS;Administrative and Office Staff;;;;;廣東;;M;42;1903;4;P
N02276;蕭兆綱;P4879;國民政府;財政部;GOV;GOVC;GOV-C;;;;;科員;AOS;Administrative and Office Staff;;;;;廣東;;M;42;1903;4;P
;陳威b;P4957;國民政府;全國卷煙稅務總局;GOV;GOVC;GOV-C;;;;;文書主任;MM;Middle Management;;;;;;;;;;;P
;陳威b;P4959;國民政府;監務署;GOV;GOVC;GOV-C;;;;;科員;AOS;Administrative and Office Staff;;;;;;;;;;;P
N02359;姜善甫;P5069;國民政府;公債籌集委員會;GOV;GOVC;GOV-C;;;;;組長;MM;Middle Management;;;;;四川;成都;M;34;1911;5;P
N02418;劉培基;P5205;國民政府;財政部;GOV;GOVC;GOV-C;物資局;;;;科員;AOS;Administrative and Office Staff;;;;魯丞;湖南;長沙;M;51;1894;3;P
N02439;張貽蘭;P5250;國民政府;財政部;GOV;GOVC;GOV-C;;;;;辦事員;AOS;Administrative and Office Staff;;;;;福建;;M;60;1885;2;P
N02624;馬吉璋;P5750;國民政府;田賦管理委員會;GOV;GOVC;GOV-C;田管處;;;;科長;MM;Middle Management;;;;禮南;山東;長山;M;36;1909;5;P
N02624;馬吉璋;P5751;國民政府;田賦籌備會;GOV;GOVC;GOV-C;;;;;組員;AOS;Administrative and Office Staff;;;;禮南;山東;長山;M;36;1909;5;P
N02655;劉崐輝;P5846;國民政府;戒煙總局;GOV;GOVC;GOV-C;;;;;稽核;AOS;Administrative and Office Staff;;;;;四川;江津;M;41;1904;4;P
N02865;賀俊人;P6169;國民政府;中央廣播事業管理處;GOV;GOVC;GOV-C;;;;;科長;MM;Middle Management;;;;;福建;惠安;M;40;1905;4;P
N02882;曹樹藩;P6192;國民政府;財政部;GOV;GOVC;GOV-C;;;;;科長;MM;Middle Management;;;;健庭;江西;新建;M;59;1886;3;P
N02882;曹樹藩;P6193;國民政府;物資處;GOV;GOVC;GOV-C;;;;;專員;SCS;Senior Civil Service;;;;健庭;江西;新建;M;59;1886;3;P
N02916;陳廷煦;P6292;國民政府;全國經濟委員會;GOV;GOVC;GOV-C;;;;;簡任秘書;AOS;Administrative and Office Staff;;;;飲和;江蘇;嘉定;M;47;1898;4;P
N02943;鄭達生;P6352;國民政府;實業部;GOV;GOVC;GOV-C;;;;;科長;MM;Middle Management;;;;振華;江西;高安;M;40;1905;4;P
N02943;鄭達生;P6354;國民政府;經濟部;GOV;GOVC;GOV-C;;;;;技正;PTS;Professional and Technical Staff;;;;振華;江西;高安;M;40;1905;4;P
N02943;鄭達生;P6355;國民政府;經濟部;GOV;GOVC;GOV-C;;;;;秘書;AOS;Administrative and Office Staff;;;;振華;江西;高安;M;40;1905;4;P
N02943;鄭達生;P6356;國民政府;燃料管理處;GOV;GOVC;GOV-C;;;;;處長;MM;Middle Management;;;;振華;江西;高安;M;40;1905;4;P
N02945;李崇典;P6362;國民政府;農林部;GOV;GOVC;GOV-C;;;;;技正;PTS;Professional and Technical Staff;;;;光崙;四川;仁壽;M;57;1888;3;P
N02945;李崇典;P6363;國民政府;工商部;GOV;GOVC;GOV-C;;;;;科長;MM;Middle Management;;;;光崙;四川;仁壽;M;57;1888;3;P
N02945;李崇典;P6364;國民政府;實業部;GOV;GOVC;GOV-C;;;;;科長;MM;Middle Management;;;;光崙;四川;仁壽;M;57;1888;3;P
N02949;傅銘九;P6375;國民政府;國民政府;GOV;GOVC;GOV-C;;;;;技士;PTS;Professional and Technical Staff;;;;;浙江;東陽;M;48;1897;4;P
N02996;湯建中;P6466;國民政府;全國經濟委員會;GOV;GOVC;GOV-C;;;;;專員;SCS;Senior Civil Service;;;;;浙江;紹興;M;56;1889;3;P
